243	0.0020696	28	23
244	0.0011682	16	10
245	0.0007348	19	32
246	0.0003715	4	13
247	0.0004314	6	11
248	0.0005058	8	18
249	0.0021419	76	90
250	0.0006210	15	18
251	0.0008973	21	15
252	0.0024720	62	57
253	0.0009510	23	19
254	0.0013840	43	39
255	0.0009225	31	32
256	0.0018353	59	68
257	0.0004749	6	13
258	0.0014996	29	28
259	0.0008087	16	13
260	0.0006262	11	10
261	0.0010835	31	17
262	0.0006144	10	16
263	0.0008908	25	37
264	0.0005928	13	23
265	0.0005589	12	25
266	0.0006099	13	18
267	0.0005985	8	10
268	0.0008440	16	21
269	0.0012671	38	44
270	0.0004054	7	8
271	0.0011695	35	33
272	0.0008038	19	28
273	0.0007963	16	13
274	0.0007359	12	11
275	0.0007123	15	19
276	0.0004018	2	7
277	0.0007651	12	9
278	0.0011848	29	25
279	0.0004062	7	1
280	0.0022710	65	55
281	0.0009416	31	28
282	0.0027616	77	60
283	0.0025154	76	64
284	0.0013782	27	15
285	0.0013099	45	42
286	0.0009497	26	18
287	0.0005251	13	9
288	0.0012273	21	17
289	0.0006204	5	3
290	0.0014855	43	38
291	0.0009049	17	10
292	0.0009829	19	17
293	0.0003884	6	14
294	0.0009073	11	12
295	0.0014078	32	51
296	0.0017046	37	34
297	0.0008152	13	6
298	0.0005577	7	9
299	0.0007801	11	12
300	0.0016614	48	26
301	0.0034198	76	53
302	0.0006942	14	8
303	0.0027053	62	39
304	0.0009824	18	11
305	0.0013262	32	28
306	0.0007138	25	23
307	0.0007185	12	10
308	0.0007849	22	17
309	0.0017702	28	16
310	0.0010385	20	11
311	0.0018330	24	12
312	0.0015715	22	7
313	0.0011242	14	3
314	0.0024756	36	14
315	0.0004925	4	4
316	0.0014909	22	23
317	0.0025555	20	4
318	0.0011083	30	29
319	0.0008229	9	1
320	0.0010011	20	28
321	0.0011420	21	34
322	0.0006507	10	16
323	0.0010770	21	13
324	0.0005038	10	9
325	0.0006385	14	13
326	0.0009642	27	13
327	0.0010252	21	10
328	0.0007448	8	11
329	0.0021910	60	36
330	0.0004899	5	4
331	0.0009653	14	10
332	0.0003880	5	23
333	0.0036538	74	59
334	0.0007237	10	9
335	0.0008674	11	13
336	0.0010001	20	15
337	0.0010516	25	13
338	0.0018145	39	22
339	0.0019885	41	17
340	0.0032473	60	45
341	0.0013539	11	2
342	0.0023645	43	29
343	0.0010270	15	5
344	0.0007563	12	5
345	0.0014799	20	6
346	0.0015670	22	5
347	0.0010395	17	7
348	0.0005196	3	1
349	0.0023394	19	3
350	0.0015108	11	12
351	0.0033319	47	13
352	0.0026687	19	7
353	0.0010169	22	19
354	0.0008369	9	1
355	0.0015514	36	16
356	0.0015011	27	22
357	0.0014926	32	13
358	0.0009765	20	33
359	0.0006220	10	22
360	0.0006748	14	14
361	0.0016476	32	16
362	0.0014372	37	31
363	0.0024529	41	16
364	0.0011560	8	1
365	0.0037090	59	31
366	0.0050544	73	31
367	0.0032334	60	22
368	0.0015438	28	17
369	0.0007373	7	1
370	0.0016968	27	9
371	0.0037999	65	21
372	0.0010821	22	7
373	0.0025653	30	14
374	0.0004652	6	14
375	0.0028100	44	21
376	0.0016392	28	21
377	0.0066202	77	60
378	0.0010943	16	8
379	0.0019689	31	21
380	0.0016198	26	14
381	0.0017853	22	11
382	0.0007203	4	1
383	0.0007537	5	0
384	0.0011222	11	5
385	0.0015815	16	6
386	0.0007596	6	2
387	0.0034403	27	12
388	0.0025152	24	3
389	0.0048213	31	12
390	0.0057228	32	13
391	0.0030010	15	4
392	0.0024994	17	3
393	0.0117042	60	22
394	0.0062303	27	5
395	0.0047663	34	6
396	0.0040085	14	0
397	0.0064225	29	7
398	0.0007203	4	0
399	0.0005036	9	9
400	0.0015730	29	8
401	0.0017842	23	26
402	0.0020749	7	1
403	0.0007999	9	9
404	0.0048098	51	31
405	0.0050572	89	33
406	0.0006132	10	18
407	0.0007831	13	14
408	0.0013408	30	24
409	0.0046944	58	26
410	0.0007806	9	2
411	0.0042601	63	41
412	0.0023124	40	28
413	0.0008031	16	12
414	0.0006363	1	9
415	0.0004471	2	2
416	0.0005278	2	1
417	0.0027626	43	20
418	0.0015459	21	9
419	0.0044064	69	30
420	0.0106416	103	35
421	0.0026960	26	24
422	0.0025487	31	14
423	0.0017819	23	16
424	0.0091433	102	30
425	0.0013684	15	20
426	0.0036013	43	15
427	0.0025262	39	16
428	0.0014508	17	10
429	0.0021623	24	8
430	0.0022763	35	17
431	0.0014270	20	3
432	0.0006383	6	1
433	0.0062879	22	1
434	0.0221031	143	40
435	0.0005849	6	8
436	0.0003265	1	2
437	0.0024282	29	10
438	0.0059815	65	17
439	0.0004852	3	0
440	0.0046857	46	23
441	0.0027178	33	22
442	0.0015553	18	8
443	0.0041817	40	13
444	0.0030078	22	9
445	0.0020222	22	7
446	0.0017856	18	7
447	0.0028887	19	11
448	0.0038442	28	11
449	0.0004365	1	0
450	0.0055607	52	20
451	0.0006919	6	7
452	0.0016443	19	21
453	0.0013846	23	9
454	0.0006991	9	0
455	0.0061342	49	13
456	0.0005723	2	0
457	0.0023534	19	8
458	0.0052849	30	17
459	0.0045636	50	23
460	0.0038974	35	17
461	0.0030437	18	6
462	0.0023667	22	8
463	0.0007963	1	0
464	0.0053477	35	12
465	0.0005382	7	8
466	0.0019247	28	23
467	0.0024705	21	3
468	0.0016105	19	2
469	0.0012042	14	3
470	0.0026943	15	9
471	0.0017031	9	5
472	0.0015445	6	1
473	0.0092035	82	26
474	0.0076902	65	15
475	0.0006496	2	0
476	0.0016802	7	1
477	0.0023664	10	1
478	0.0119499	36	4
479	0.0008045	4	0
480	0.0022267	32	12
481	0.0019169	33	11
482	0.0037124	31	14
483	0.0055050	36	8
484	0.0012228	13	7
485	0.0052232	26	2
486	0.0128869	65	7
487	0.0010284	8	7
488	0.0009855	5	6
489	0.0032427	30	5
490	0.0055716	35	6
491	0.0035381	12	7
492	0.0010154	23	7
493	0.0136351	64	22
494	0.0124220	92	22
495	0.0095461	69	9
496	0.0019803	17	6
497	0.0031682	12	5
498	0.0065609	58	28
499	0.0025235	27	22
500	0.0014376	14	7
501	0.0018626	12	2
502	0.0015766	17	6
503	0.0017010	11	1
504	0.0055371	29	13
505	0.0013546	10	3
506	0.0106800	47	14
507	0.0009014	4	1
508	0.0027133	23	11
509	0.0075886	37	16
510	0.0039551	16	4
511	0.0025567	17	5
512	0.0006627	4	0
513	0.0080637	45	9
514	0.0064970	9	1
515	0.0065915	34	9
516	0.0009907	10	3
517	0.0015539	11	1
518	0.0104447	58	13
519	0.0031788	18	3
520	0.0021122	38	15
521	0.0019783	9	7
522	0.0013137	1	2
523	0.0043932	13	6
524	0.0004158	1	0
525	0.0054197	29	14
526	0.0105805	49	12
527	0.0023633	14	3
528	0.0032155	9	1
529	0.0069714	27	8
530	0.0007787	8	2
531	0.0077515	43	8
532	0.0014072	18	1
533	0.0209793	133	24
534	0.0011432	3	2
535	0.0009973	7	3
536	0.0015468	12	2
537	0.0126233	41	3
538	0.0016244	6	3
539	0.0030958	8	0
540	0.0011693	6	3
541	0.0036628	18	2
542	0.0040962	16	2
543	0.0162375	35	6
544	0.0072234	20	8
545	0.0027238	22	3
546	0.0189626	79	20
547	0.0055595	25	3
548	0.0069693	33	3
549	0.0082795	57	22
550	0.0036082	25	2
551	0.0050436	15	5
552	0.0076585	36	5
553	0.0013961	6	2
554	0.0033368	9	2
555	0.0010623	13	3
556	0.0040397	8	0
557	0.0037536	16	2
558	0.0023731	8	4
559	0.0018984	7	1
560	0.0083832	48	7
561	0.0007963	1	0
562	0.0083779	26	4
563	0.0048203	14	5
564	0.0022236	26	6
565	0.0010596	7	5
566	0.0015179	13	9
567	0.0005055	3	1
568	0.0109415	28	0
569	0.0060659	29	10
570	0.0022217	14	5
571	0.0040904	20	0
572	0.0078993	19	5
573	0.0021927	18	1
574	0.0006275	4	0
575	0.0013728	10	1
576	0.0093052	18	1
577	0.0028650	11	2
578	0.0026273	1	0
579	0.0031377	18	2
581	0.0104924	28	2
582	0.0037757	13	3
583	0.0007714	1	0
584	0.0020378	4	0
585	0.0035681	8	3
586	0.0020177	21	4
587	0.0009361	13	1
588	0.0052334	21	1
589	0.0038385	21	3
590	0.0066084	26	1
591	0.0006521	8	0
592	0.0071296	27	6
593	0.0082740	32	10
594	0.0006878	6	0
595	0.0003412	1	0
596	0.0008186	4	1
597	0.0040324	11	5
598	0.0025425	7	0
599	0.0011816	12	2
600	0.0129020	10	1
601	0.0057107	35	3
602	0.0068498	20	4
603	0.0004365	1	0
604	0.0026830	8	0
605	0.0004365	1	3
606	0.0020193	1	0
607	0.0257153	32	1
608	0.0043913	24	4
609	0.0004650	4	0
610	0.0041964	15	1
611	0.0069337	24	2
612	0.0061426	45	9
613	0.0075818	6	5
614	0.0028710	2	2
615	0.0119171	51	9
616	0.0050941	6	0
617	0.0029436	5	1
618	0.0070687	11	2
619	0.0030656	8	0
620	0.0003925	2	0
621	0.0032141	16	1
622	0.0003861	1	0
623	0.0077724	8	2
624	0.0030165	10	1
625	0.0006936	6	0
626	0.0003248	1	0
627	0.0036274	9	5
628	0.0032582	6	0
629	0.0008217	4	0
630	0.0016990	2	0
631	0.0003734	2	0
632	0.0019210	2	1
634	0.0003151	0	1
635	0.0013968	10	1
636	0.0003413	1	0
637	0.0004336	3	0
638	0.0059644	21	3
639	0.0035849	5	0
640	0.0052215	16	1
641	0.0067131	15	3
642	0.0033188	18	1
643	0.0018340	12	1
644	0.0081845	13	2
645	0.0005464	4	1
646	0.0005385	3	0
647	0.0024804	11	1
649	0.0012575	9	1
650	0.0003517	1	0
651	0.0123366	16	1
652	0.0071062	7	0
654	0.0062691	35	3
655	0.0067949	29	1
656	0.0018475	11	0
657	0.0003649	1	0
659	0.0004976	1	0
661	0.0105096	36	7
662	0.0085964	18	0
663	0.0060380	16	2
664	0.0050379	10	1
665	0.0012968	23	4
666	0.0045589	19	3
667	0.0118406	29	1
668	0.0003335	1	0
669	0.0065449	4	2
671	0.0111733	27	3
672	0.0066247	12	1
673	0.0020193	1	0
674	0.0091305	15	3
676	0.0010830	4	0
677	0.0012471	2	0
678	0.0042470	13	1
679	0.0105759	17	1
680	0.0005103	1	0
681	0.0028525	20	2
682	0.0035163	3	0
683	0.0008842	8	0
685	0.0067061	35	11
686	0.0030305	10	0
687	0.0008760	7	0
688	0.0047464	1	0
689	0.0047996	2	0
690	0.0094164	20	0
692	0.0003918	2	0
693	0.0006804	5	0
694	0.0175655	8	1
695	0.0476575	25	2
696	0.0008972	9	0
697	0.0018955	6	0
698	0.0049965	24	3
699	0.0081496	16	8
700	0.0105022	23	7
701	0.0007963	1	0
702	0.0003263	1	1
704	0.0003263	1	0
705	0.0011349	7	0
706	0.0352223	10	2
707	0.0186978	31	9
708	0.0024443	16	2
709	0.0007456	3	0
710	0.0034098	14	4
712	0.0004880	3	1
713	0.0011005	3	0
714	0.0135858	22	1
715	0.0003541	4	1
716	0.0003188	1	0
717	0.0010092	8	1
718	0.0005044	6	0
719	0.0075691	12	1
720	0.0136041	19	4
721	0.0005590	5	0
722	0.0004551	4	0
723	0.0045568	7	5
724	0.0004724	2	0
725	0.0048206	13	0
726	0.0023164	18	0
727	0.0021538	4	0
728	0.0019476	14	2
729	0.0033722	7	1
730	0.0022715	12	0
733	0.0072142	10	3
734	0.0420191	14	0
735	0.0038299	7	0
736	0.0004646	5	0
737	0.0003766	1	0
738	0.0099392	33	1
739	0.0031897	6	0
740	0.0004102	3	1
741	0.0006425	5	0
742	0.0044482	3	0
743	0.0035672	3	0
745	0.0009129	6	1
747	0.0540724	38	1
748	0.0103694	29	3
749	0.0004983	3	2
750	0.0003413	1	0
751	0.0004502	6	1
752	0.0004234	5	0
753	0.0058356	14	5
754	0.0198928	25	3
755	0.0003413	1	0
756	0.0111711	24	0
757	0.0028700	2	1
758	0.0019884	13	0
759	0.0006519	2	0
760	0.0039042	4	0
761	0.0011729	1	0
762	0.0008783	1	0
763	0.0003188	1	0
764	0.0051032	9	0
765	0.0136458	18	2
766	0.0009393	3	0
767	0.0009248	5	1
768	0.0043729	14	1
769	0.0034486	3	0
770	0.0004090	1	0
771	0.0027052	8	0
773	0.0005668	1	0
774	0.0003692	1	0
775	0.0022678	1	0
776	0.0071494	23	5
777	0.0115008	17	2
778	0.0019847	4	1
779	0.0010044	2	1
780	0.0003287	1	0
781	0.0124142	3	0
782	0.0019248	3	0
783	0.0102017	8	0
784	0.0004871	1	0
785	0.0021076	4	0
786	0.0024548	9	0
787	0.0003205	1	0
788	0.0020061	1	0
789	0.0053467	10	1
790	0.0018001	1	0
791	0.0091847	6	0
792	0.0003276	1	0
793	0.0087258	5	0
794	0.0005041	2	0
795	0.0005445	1	0
796	0.0006732	3	1
797	0.0007795	5	0
799	0.0020894	6	1
800	0.0049865	6	0
801	0.0003233	1	1
802	0.0006915	5	0
803	0.0038314	13	5
804	0.0203673	11	1
805	0.0006284	3	1
806	0.0005663	4	1
807	0.0005663	6	0
809	0.0321361	42	5
810	0.0072079	17	0
811	0.0030804	8	0
812	0.0153348	49	11
813	0.0647186	22	2
814	0.0009419	5	0
815	0.0019891	15	2
816	0.0090706	17	4
817	0.0644603	5	0
818	0.0032420	13	0
819	0.0016145	5	0
820	0.0535090	119	9
821	0.0003704	2	0
822	0.0097352	15	5
823	0.0195990	21	2
824	0.0003488	1	0
825	0.0058836	3	1
826	0.0171589	21	4
827	0.0015578	1	0
828	0.0084898	26	3
829	0.0016839	4	0
830	0.0004463	1	0
831	0.0004089	1	0
832	0.0122405	23	2
833	0.0005803	6	1
834	0.0003263	1	0
835	0.0105485	7	0
836	0.0888138	4	0
837	0.0003263	1	0
838	0.0003597	2	0
839	0.0005313	2	0
840	0.0067152	16	0
841	0.0151502	6	1
842	0.0003591	2	0
843	0.0012700	2	0
844	0.0003715	2	1
845	0.0174221	25	5
846	0.0005751	1	0
847	0.0077360	22	5
848	0.0011484	3	0
849	0.0009128	5	1
850	0.0018878	2	0
851	0.0075876	12	2
852	0.0068311	4	0
853	0.0003218	1	0
854	0.0009991	7	0
855	0.0016668	5	0
856	0.0739788	61	5
857	0.0005003	4	0
858	0.0003700	1	0
859	0.0533239	64	8
860	0.0091030	19	3
861	0.0005259	1	0
862	0.0099528	1	0
863	0.0003279	1	0
864	0.0004871	1	0
865	0.0066411	9	0
866	0.0005162	3	0
867	0.0006729	4	0
868	0.0003807	2	0
869	0.0284418	6	0
870	0.0005566	3	0
871	0.0003608	1	0
872	0.0133499	13	0
873	0.0005482	2	0
874	0.0005566	3	0
875	0.0003493	1	0
876	0.0009263	1	0
877	0.0047794	9	0
878	0.0004072	4	0
879	0.0005406	1	0
880	0.0181884	28	2
881	0.0003329	1	0
882	0.0003566	2	0
883	0.0009603	10	0
884	0.0004535	1	0
885	0.0019698	4	1
886	0.0183630	11	0
887	0.0036027	3	0
888	0.0004535	1	0
889	0.0055197	4	0
890	0.0003276	1	0
891	0.0005668	1	1
892	0.0087620	20	1
893	0.0004578	1	1
894	0.0004921	1	0
895	0.0006644	3	0
896	0.0258989	30	0
897	0.0003572	1	0
898	0.0006816	2	0
899	0.0003213	1	0
900	0.0137459	21	4
901	0.0003374	1	0
902	0.0003188	1	0
903	0.0004171	2	1
904	0.0003729	1	0
905	0.0012343	8	0
906	0.0047660	5	0
907	0.0103204	11	1
908	0.0214521	23	3
909	0.0031113	8	0
910	0.0003235	1	0
911	0.0003949	3	0
912	0.0145395	5	0
913	0.0392062	15	6
914	0.0202897	20	1
915	0.0003523	1	0
916	0.0004365	1	0
917	0.0318594	24	3
918	0.0468339	24	2
919	0.0042826	9	2
920	0.0005197	2	0
921	0.0340092	10	1
922	0.0625135	22	1
923	0.0160382	4	0
924	0.0094426	11	0
925	0.0049236	15	2
926	0.0010077	9	4
927	0.0013385	8	3
928	0.0003413	1	0
929	0.0067726	11	1
930	0.0680985	12	2
931	0.0645353	14	1
932	0.1027158	96	1
933	0.0155193	15	1
934	0.0011640	4	0
935	0.0075616	4	1
936	0.0740740	23	2
937	0.0092327	7	0
938	0.0059493	1	0
939	0.0031705	3	0
940	0.0003496	2	0
941	0.0003471	1	0
942	0.0004652	2	0
943	0.0003626	1	0
944	0.0058709	1	0
945	0.0008779	3	0
946	0.0039050	1	0
947	0.0035620	8	0
948	0.0005884	1	0
949	0.0349759	23	0
950	0.0980225	44	1
951	0.0151453	8	1
952	0.0031579	6	0
953	0.0319167	15	1
954	0.0053639	7	0
955	0.0771572	7	0
956	0.1782972	15	0
957	0.0345026	10	0
958	0.0010923	2	1
959	0.0004976	1	0
960	0.0004976	1	0
961	0.0004976	1	0
962	0.0022354	2	0
963	0.5486352	40	0
964	0.0006989	5	0
965	0.0656110	1	0
966	0.0003525	2	0
967	0.0135459	5	0
968	0.0004567	2	0
969	0.0011075	2	0
970	0.0307973	6	0
971	0.3155147	93	2
972	0.0125709	2	0
973	0.2792357	1	0
974	0.0723019	7	0
975	0.2792357	1	0
976	0.0218083	24	1
977	0.0005753	2	0
978	0.0132930	5	0
979	0.0020167	5	0
980	0.0171906	10	0
981	0.0566500	25	0
982	0.0003374	1	0
983	0.0004562	3	0
984	0.0004704	3	0
985	0.0004476	1	0
986	0.0010825	3	0
987	0.0463089	12	0
988	0.0005038	2	0
989	0.0004490	2	0
990	0.0243910	19	1
991	0.0145463	4	0
992	0.0003280	1	0
993	0.0004116	1	0
994	0.0003211	1	0
995	0.0011749	1	0
996	0.0003272	1	0
997	0.0553791	3	0
998	0.0003235	1	0
999	0.0003352	1	0
1000	0.0425494	6	0
1001	0.0629778	10	0
1002	0.0022678	1	0
1003	0.0004089	1	0
1004	0.0003340	1	0
